Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 2, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 2,097,152
  lm_head                 : 2,097,152
  transformer_matrices    : 1,310,784
  scalars                 : 4
  total                   : 7,602,244
Estimated FLOPs per token: 3.303053e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010973 | lrm: 1.00 | dt: 2547ms | tok/sec: 12,865 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.931500 | lrm: 1.00 | dt: 858ms | tok/sec: 38,211 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.678578 | lrm: 1.00 | dt: 846ms | tok/sec: 38,710 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.347217 | lrm: 1.00 | dt: 846ms | tok/sec: 38,719 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.046802 | lrm: 1.00 | dt: 827ms | tok/sec: 39,626 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.779203 | lrm: 1.00 | dt: 901ms | tok/sec: 36,351 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.558963 | lrm: 1.00 | dt: 832ms | tok/sec: 39,378 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.374816 | lrm: 1.00 | dt: 894ms | tok/sec: 36,632 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.209807 | lrm: 1.00 | dt: 812ms | tok/sec: 40,345 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.069072 | lrm: 1.00 | dt: 901ms | tok/sec: 36,370 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.945954 | lrm: 1.00 | dt: 819ms | tok/sec: 40,017 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.833901 | lrm: 1.00 | dt: 831ms | tok/sec: 39,417 | mfu: 0.1% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 6.739556 | lrm: 1.00 | dt: 800ms | tok/sec: 40,963 | mfu: 0.1% | epoch: 1 | remaining: 298s    
step 00013 (0.5%) | loss: 6.647848 | lrm: 1.00 | dt: 916ms | tok/sec: 35,766 | mfu: 0.1% | epoch: 1 | remaining: 297s    
step 00014 (0.8%) | loss: 6.562908 | lrm: 1.00 | dt: 803ms | tok/sec: 40,793 | mfu: 0.1% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 6.496188 | lrm: 1.00 | dt: 803ms | tok/sec: 40,812 | mfu: 0.1% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 6.426395 | lrm: 1.00 | dt: 803ms | tok/sec: 40,788 | mfu: 0.1% | epoch: 1 | remaining: 295s    
step 00017 (1.7%) | loss: 6.366783 | lrm: 1.00 | dt: 926ms | tok/sec: 35,403 | mfu: 0.1% | epoch: 1 | remaining: 294s    
step 00307 (84.9%) | loss: 4.275992 | lrm: 0.43 | dt: 810ms | tok/sec: 40,434 | mfu: 0.1% | epoch: 1 | remaining: 44s    
step 00308 (85.2%) | loss: 4.259974 | lrm: 0.42 | dt: 799ms | tok/sec: 40,994 | mfu: 0.1% | epoch: 1 | remaining: 44s    
step 00309 (85.5%) | loss: 4.251609 | lrm: 0.42 | dt: 801ms | tok/sec: 40,925 | mfu: 0.1% | epoch: 1 | remaining: 43s    
step 00310 (85.7%) | loss: 4.245385 | lrm: 0.41 | dt: 802ms | tok/sec: 40,867 | mfu: 0.1% | epoch: 1 | remaining: 42s    
step 00311 (86.0%) | loss: 4.244009 | lrm: 0.40 | dt: 860ms | tok/sec: 38,084 | mfu: 0.1% | epoch: 1 | remaining: 41s    
step 00312 (86.3%) | loss: 4.229128 | lrm: 0.39 | dt: 804ms | tok/sec: 40,765 | mfu: 0.1% | epoch: 1 | remaining: 40s    
step 00313 (86.6%) | loss: 4.221207 | lrm: 0.38 | dt: 879ms | tok/sec: 37,284 | mfu: 0.1% | epoch: 1 | remaining: 39s    
step 00314 (86.8%) | loss: 4.221328 | lrm: 0.38 | dt: 802ms | tok/sec: 40,849 | mfu: 0.1% | epoch: 1 | remaining: 39s    
step 00315 (87.1%) | loss: 4.222618 | lrm: 0.37 | dt: 805ms | tok/sec: 40,712 | mfu: 0.1% | epoch: 1 | remaining: 38s    
step 00316 (87.4%) | loss: 4.216679 | lrm: 0.36 | dt: 931ms | tok/sec: 35,181 | mfu: 0.1% | epoch: 1 | remaining: 37s    
step 00317 (87.7%) | loss: 4.219724 | lrm: 0.35 | dt: 899ms | tok/sec: 36,458 | mfu: 0.1% | epoch: 1 | remaining: 36s    
step 00318 (88.0%) | loss: 4.225027 | lrm: 0.34 | dt: 801ms | tok/sec: 40,924 | mfu: 0.1% | epoch: 1 | remaining: 35s    
step 00319 (88.3%) | loss: 4.223005 | lrm: 0.34 | dt: 806ms | tok/sec: 40,653 | mfu: 0.1% | epoch: 1 | remaining: 34s    
step 00320 (88.5%) | loss: 4.219467 | lrm: 0.33 | dt: 840ms | tok/sec: 39,007 | mfu: 0.1% | epoch: 1 | remaining: 34s    
step 00321 (88.8%) | loss: 4.215004 | lrm: 0.32 | dt: 902ms | tok/sec: 36,333 | mfu: 0.1% | epoch: 1 | remaining: 33s    
step 00322 (89.1%) | loss: 4.221823 | lrm: 0.31 | dt: 806ms | tok/sec: 40,639 | mfu: 0.1% | epoch: 1 | remaining: 32s    
step 00323 (89.4%) | loss: 4.208946 | lrm: 0.30 | dt: 972ms | tok/sec: 33,712 | mfu: 0.1% | epoch: 1 | remaining: 31s    
step 00324 (89.7%) | loss: 4.220240 | lrm: 0.29 | dt: 823ms | tok/sec: 39,838 | mfu: 0.1% | epoch: 1 | remaining: 30s    
step 00325 (90.0%) | loss: 4.217308 | lrm: 0.29 | dt: 919ms | tok/sec: 35,653 | mfu: 0.1% | epoch: 1 | remaining: 29s    
step 00326 (90.3%) | loss: 4.207888 | lrm: 0.28 | dt: 808ms | tok/sec: 40,561 | mfu: 0.1% | epoch: 1 | remaining: 28s    
step 00327 (90.5%) | loss: 4.203283 | lrm: 0.27 | dt: 876ms | tok/sec: 37,385 | mfu: 0.1% | epoch: 1 | remaining: 27s    
step 00328 (90.8%) | loss: 4.202550 | lrm: 0.26 | dt: 800ms | tok/sec: 40,960 | mfu: 0.1% | epoch: 1 | remaining: 27s    
step 00329 (91.1%) | loss: 4.190201 | lrm: 0.25 | dt: 810ms | tok/sec: 40,455 | mfu: 0.1% | epoch: 1 | remaining: 26s    
step 00330 (91.4%) | loss: 4.183790 | lrm: 0.25 | dt: 833ms | tok/sec: 39,345 | mfu: 0.1% | epoch: 1 | remaining: 25s    
step 00331 (91.7%) | loss: 4.182456 | lrm: 0.24 | dt: 980ms | tok/sec: 33,444 | mfu: 0.1% | epoch: 1 | remaining: 24s    
step 00332 (92.0%) | loss: 4.188485 | lrm: 0.23 | dt: 953ms | tok/sec: 34,388 | mfu: 0.1% | epoch: 1 | remaining: 23s    
step 00333 (92.3%) | loss: 4.175795 | lrm: 0.22 | dt: 825ms | tok/sec: 39,728 | mfu: 0.1% | epoch: 1 | remaining: 22s    
step 00334 (92.6%) | loss: 4.178720 | lrm: 0.21 | dt: 924ms | tok/sec: 35,450 | mfu: 0.1% | epoch: 1 | remaining: 21s    
step 00335 (92.9%) | loss: 4.170877 | lrm: 0.20 | dt: 813ms | tok/sec: 40,312 | mfu: 0.1% | epoch: 1 | remaining: 21s    
step 00336 (93.2%) | loss: 4.163723 | lrm: 0.20 | dt: 897ms | tok/sec: 36,535 | mfu: 0.1% | epoch: 1 | remaining: 20s    
step 00337 (93.5%) | loss: 4.171232 | lrm: 0.19 | dt: 903ms | tok/sec: 36,296 | mfu: 0.1% | epoch: 1 | remaining: 19s    
step 00338 (93.8%) | loss: 4.169296 | lrm: 0.18 | dt: 804ms | tok/sec: 40,732 | mfu: 0.1% | epoch: 1 | remaining: 18s    
step 00339 (94.0%) | loss: 4.164142 | lrm: 0.17 | dt: 812ms | tok/sec: 40,358 | mfu: 0.1% | epoch: 1 | remaining: 17s    
step 00340 (94.3%) | loss: 4.172225 | lrm: 0.16 | dt: 801ms | tok/sec: 40,918 | mfu: 0.1% | epoch: 1 | remaining: 16s    
step 00341 (94.6%) | loss: 4.186821 | lrm: 0.16 | dt: 799ms | tok/sec: 40,999 | mfu: 0.1% | epoch: 1 | remaining: 16s    
step 00342 (94.8%) | loss: 4.168352 | lrm: 0.15 | dt: 837ms | tok/sec: 39,153 | mfu: 0.1% | epoch: 1 | remaining: 15s    
step 00343 (95.1%) | loss: 4.177814 | lrm: 0.14 | dt: 806ms | tok/sec: 40,637 | mfu: 0.1% | epoch: 1 | remaining: 14s    
step 00344 (95.4%) | loss: 4.179354 | lrm: 0.13 | dt: 814ms | tok/sec: 40,243 | mfu: 0.1% | epoch: 1 | remaining: 13s    
step 00345 (95.6%) | loss: 4.170589 | lrm: 0.12 | dt: 804ms | tok/sec: 40,771 | mfu: 0.1% | epoch: 1 | remaining: 12s    
step 00346 (95.9%) | loss: 4.159599 | lrm: 0.12 | dt: 816ms | tok/sec: 40,160 | mfu: 0.1% | epoch: 1 | remaining: 11s    
step 00347 (96.2%) | loss: 4.158591 | lrm: 0.11 | dt: 823ms | tok/sec: 39,815 | mfu: 0.1% | epoch: 1 | remaining: 11s    
step 00348 (96.5%) | loss: 4.157975 | lrm: 0.10 | dt: 808ms | tok/sec: 40,533 | mfu: 0.1% | epoch: 1 | remaining: 10s    
step 00349 (96.7%) | loss: 4.159145 | lrm: 0.09 | dt: 814ms | tok/sec: 40,256 | mfu: 0.1% | epoch: 1 | remaining: 9s    
step 00350 (97.0%) | loss: 4.147754 | lrm: 0.09 | dt: 829ms | tok/sec: 39,545 | mfu: 0.1% | epoch: 1 | remaining: 8s    
step 00351 (97.3%) | loss: 4.138875 | lrm: 0.08 | dt: 805ms | tok/sec: 40,719 | mfu: 0.1% | epoch: 1 | remaining: 7s    
step 00352 (97.5%) | loss: 4.146118 | lrm: 0.07 | dt: 862ms | tok/sec: 37,998 | mfu: 0.1% | epoch: 1 | remaining: 7s    
step 00353 (97.8%) | loss: 4.150265 | lrm: 0.06 | dt: 801ms | tok/sec: 40,910 | mfu: 0.1% | epoch: 1 | remaining: 6s    
step 00354 (98.1%) | loss: 4.152532 | lrm: 0.05 | dt: 800ms | tok/sec: 40,952 | mfu: 0.1% | epoch: 1 | remaining: 5s    
step 00355 (98.4%) | loss: 4.142139 | lrm: 0.05 | dt: 807ms | tok/sec: 40,587 | mfu: 0.1% | epoch: 1 | remaining: 4s    
step 00356 (98.6%) | loss: 4.141481 | lrm: 0.04 | dt: 897ms | tok/sec: 36,541 | mfu: 0.1% | epoch: 1 | remaining: 3s    
step 00357 (98.9%) | loss: 4.141960 | lrm: 0.03 | dt: 853ms | tok/sec: 38,399 | mfu: 0.1% | epoch: 1 | remaining: 2s    
step 00358 (99.2%) | loss: 4.137990 | lrm: 0.02 | dt: 819ms | tok/sec: 39,994 | mfu: 0.1% | epoch: 1 | remaining: 2s    
step 00359 (99.5%) | loss: 4.124064 | lrm: 0.01 | dt: 892ms | tok/sec: 36,723 | mfu: 0.1% | epoch: 1 | remaining: 1s    
step 00360 (99.8%) | loss: 4.131056 | lrm: 0.01 | dt: 803ms | tok/sec: 40,815 | mfu: 0.1% | epoch: 1 | remaining: 0s    
---
val_bpb:          1.472796
training_seconds: 300.2
total_seconds:    488.1
peak_vram_mb:     0.0
mfu_percent:      0.13
total_tokens_M:   11.8
num_steps:        361
num_params_M:     7.6
depth:            2
